Student_ID,Name,Skills,Preferred_Role,CGPA,Mock_OA_Score,Projects,Internships_Done,Placed_Status
2025CS11267,Student_1267,"CI/CD, Azure, Linux, Git, Kubernetes, Jenkins",DevOps Engineer,9.68,65,6,2,1
2025CS11268,Student_1268,"Django, Spring Boot, SQL, Machine Learning, MongoDB, Express.js",Backend Developer,8.49,52,6,2,1
2025CS11269,Student_1269,"SQL, TensorFlow, Deep Learning, Machine Learning",Data Scientist,7.64,63,1,2,0
2025CS11270,Student_1270,"Python, Statistics, Power BI, R",Data Analyst,7.03,50,6,0,0
2025CS11271,Student_1271,"System Design, Algorithms, C++",Software Engineer,9.47,76,5,3,1
2025CS11272,Student_1272,"Data Analysis, Product Management, Roadmapping",Product Manager,9.89,53,5,1,1
2025CS11273,Student_1273,"Deep Learning, TensorFlow, MLOps, Docker, AWS",Machine Learning Engineer,7.11,42,6,1,0
2025CS11274,Student_1274,"Deep Learning, Python, Pandas, TensorFlow, Tableau, SQL, AWS",Data Scientist,6.74,70,3,0,0
2025CS11275,Student_1275,"Java, Python, Manual Testing, SQL, Selenium",QA Engineer,6.88,69,0,3,1
2025CS11276,Student_1276,"Data Analysis, JIRA, Agile, Communication, Product Management, SQL",Product Manager,6.74,66,4,3,1
2025CS11277,Student_1277,"JIRA, Automation Testing, Node.js, Manual Testing, Selenium",QA Engineer,9.35,87,6,3,1
2025CS11278,Student_1278,"HTML, Angular, Tailwind CSS, Redux",Frontend Developer,9.42,96,0,2,1
2025CS11279,Student_1279,"Azure, Networking, Bash, Virtualization, AWS",System Administrator,8.07,95,2,3,1
2025CS11280,Student_1280,"MongoDB, SQL, Node.js, CSS",Full Stack Developer,7.7,76,0,2,1
2025CS11281,Student_1281,"PyTorch, MLOps, Deep Learning, AWS",Machine Learning Engineer,8.91,57,6,2,1
2025CS11282,Student_1282,"Express.js, SQL, JavaScript",Full Stack Developer,8.36,95,2,0,1
2025CS11283,Student_1283,"PyTorch, TensorFlow, Data Science, Machine Learning, Tableau, SQL",Data Scientist,8.44,80,6,0,1
2025CS11284,Student_1284,"CI/CD, Docker, Git, Jenkins",DevOps Engineer,6.86,69,2,0,0
2025CS11285,Student_1285,"NumPy, Deep Learning, Python, Data Science, Scikit-learn, SQL",Data Scientist,6.18,61,0,3,0
2025CS11286,Student_1286,"JIRA, Python, Automation Testing, Manual Testing, SQL, Selenium",QA Engineer,6.77,41,0,0,0
2025CS11287,Student_1287,"Bash, Linux, Windows Server",System Administrator,7.03,84,1,0,0
2025CS11288,Student_1288,"Spring Boot, SQL, PostgreSQL, API Design",Backend Developer,8.53,91,0,3,1
2025CS11289,Student_1289,"TensorFlow, Deep Learning, AWS",Machine Learning Engineer,9.86,71,2,3,1
2025CS11290,Student_1290,"Java, Android Studio, iOS Development, Swift, React Native",Mobile App Developer,9.5,72,2,1,1
2025CS11291,Student_1291,"Data Analysis, Agile, Communication, Roadmapping, Tableau, SQL",Product Manager,8.09,88,2,1,1
2025CS11292,Student_1292,"Spring Boot, MongoDB, Express.js, NoSQL",Backend Developer,9.55,54,4,1,1
2025CS11293,Student_1293,"Azure, Linux, Networking, Bash, Virtualization, AWS",System Administrator,6.75,41,5,1,0
2025CS11294,Student_1294,"Java, iOS Development, Kotlin, Swift, React Native",Mobile App Developer,7.48,72,2,1,1
2025CS11295,Student_1295,"HTML, SQL, JavaScript, CSS",Frontend Developer,6.55,65,2,3,1
2025CS11296,Student_1296,"Django, Flask, Spring Boot, Node.js, MongoDB",Backend Developer,8.08,74,2,1,1
2025CS11297,Student_1297,"CSS, JavaScript, React, HTML, MongoDB, Express.js",Full Stack Developer,7.31,67,5,3,1
2025CS11298,Student_1298,"API Design, NoSQL, SQL, Express.js, AWS",Backend Developer,7.35,66,1,1,0
2025CS11299,Student_1299,"Java, Flask, Spring Boot, MongoDB, Express.js, API Design",Backend Developer,8.07,72,1,3,1
2025CS11300,Student_1300,"Power BI, Statistics, Data Science, Tableau, SQL, Excel",Data Analyst,8.23,78,0,3,1
2025CS11301,Student_1301,"Deep Learning, PyTorch, MLOps, Docker, Machine Learning, AWS",Machine Learning Engineer,7.52,95,1,1,1
2025CS11302,Student_1302,"Vue.js, CSS, Python, JavaScript, HTML, TypeScript, Angular",Frontend Developer,6.99,92,3,0,1
2025CS11303,Student_1303,"JIRA, Agile, Communication, Product Management, Roadmapping",Product Manager,7.13,94,6,1,1
2025CS11304,Student_1304,"Tailwind CSS, Java, JavaScript, React, HTML, TypeScript, Angular",Frontend Developer,7.03,99,0,0,1
2025CS11305,Student_1305,"NumPy, Python, Pandas, TensorFlow, Scikit-learn, Tableau",Data Scientist,6.54,83,3,1,1
2025CS11306,Student_1306,"Python, PyTorch, TensorFlow, Docker, MLOps, Machine Learning",Machine Learning Engineer,6.85,91,4,3,1
2025CS11307,Student_1307,"Linux, Docker, Kubernetes",DevOps Engineer,8.87,70,5,2,1
2025CS11308,Student_1308,"CSS, React, HTML, SQL, Node.js, Express.js",Full Stack Developer,9.43,64,1,0,0
2025CS11309,Student_1309,"Manual Testing, SQL, Python",QA Engineer,8.82,94,1,1,1
2025CS11310,Student_1310,"PyTorch, MLOps, Deep Learning",Machine Learning Engineer,8.62,72,2,1,1
2025CS11311,Student_1311,"Communication, Data Analysis, Roadmapping",Product Manager,8.08,83,6,3,1
2025CS11312,Student_1312,"Azure, Linux, Networking, Virtualization, AWS",System Administrator,8.28,86,4,2,1
2025CS11313,Student_1313,"CSS, Git, JavaScript, HTML, MongoDB, SQL",Full Stack Developer,8.61,96,5,1,1
2025CS11314,Student_1314,"Data Analysis, JIRA, Agile, Product Management, Roadmapping, SQL",Product Manager,6.11,51,0,0,0
2025CS11315,Student_1315,"AWS, Docker, TensorFlow, Machine Learning",Machine Learning Engineer,7.53,67,1,0,0
2025CS11316,Student_1316,"Agile, JIRA, Data Analysis, Roadmapping",Product Manager,6.93,45,3,1,0
2025CS11317,Student_1317,"Deep Learning, Python, PyTorch, Docker, MLOps",Machine Learning Engineer,9.77,81,4,3,1
2025CS11318,Student_1318,"Azure, Linux, Networking, Windows Server, Virtualization, AWS",System Administrator,8.97,73,2,1,1
2025CS11319,Student_1319,"Data Analysis, CSS, Agile, Communication, Product Management, Roadmapping, SQL",Product Manager,7.55,94,1,0,1
2025CS11320,Student_1320,"CI/CD, Azure, Linux, AWS, Docker, Jenkins",DevOps Engineer,6.51,60,5,3,1
2025CS11321,Student_1321,"NumPy, SQL, Scikit-learn, Deep Learning",Data Scientist,9.22,43,6,1,1
2025CS11322,Student_1322,"Spring Boot, Express.js, PostgreSQL, NoSQL",Backend Developer,8.76,79,0,3,1
2025CS11323,Student_1323,"MongoDB, Express.js, Flask",Backend Developer,8.96,81,5,2,1
2025CS11324,Student_1324,"Tableau, Statistics, Excel",Data Analyst,6.21,41,3,1,0
2025CS11325,Student_1325,"TypeScript, JavaScript, CSS, Angular",Frontend Developer,7.38,94,6,2,1
2025CS11326,Student_1326,"Deep Learning, Python, TensorFlow, MLOps, Machine Learning, AWS",Machine Learning Engineer,6.8,95,0,3,1
2025CS11327,Student_1327,"CI/CD, Linux, AWS, Docker, Kubernetes, Jenkins",DevOps Engineer,7.45,45,5,3,1
2025CS11328,Student_1328,"Python, PyTorch, TensorFlow",Data Scientist,8.21,42,0,3,0
2025CS11329,Student_1329,"MongoDB, CI/CD, Node.js, React",Full Stack Developer,6.89,55,6,0,0
2025CS11330,Student_1330,"CSS, Python, Git, React, Node.js, SQL",Full Stack Developer,9.66,93,5,0,1
2025CS11331,Student_1331,"iOS Development, Kotlin, Swift",Mobile App Developer,8.32,97,4,1,1
2025CS11332,Student_1332,"Sketch, Adobe XD, User Research, Wireframing, Figma",UI/UX Designer,8.97,41,5,1,1
2025CS11333,Student_1333,"Azure, Linux, Windows Server, Virtualization, AWS",System Administrator,8.01,40,2,0,0
2025CS11334,Student_1334,"Networking, Windows Server, Bash, Virtualization, AWS",System Administrator,7.05,44,5,2,0
2025CS11335,Student_1335,"JIRA, SQL, Java, Selenium",QA Engineer,9.0,79,3,3,1
2025CS11336,Student_1336,"Spring Boot, MongoDB, Express.js, Flask",Backend Developer,9.7,55,4,1,1
2025CS11337,Student_1337,"Data Analysis, JIRA, Agile, Product Management, Roadmapping",Product Manager,8.39,57,5,3,1
2025CS11338,Student_1338,"Spring Boot, Django, Express.js, API Design",Backend Developer,8.76,74,4,1,1
2025CS11339,Student_1339,"System Design, Python, Git, C++, Algorithms",Software Engineer,6.91,58,2,0,0
2025CS11340,Student_1340,"Data Analysis, JIRA, Agile, Communication, Product Management, Roadmapping",Product Manager,9.15,42,2,0,0
2025CS11341,Student_1341,"Power BI, R, Statistics, Data Science, SQL",Data Analyst,6.87,69,6,0,1
2025CS11342,Student_1342,"System Design, Python, C++, Algorithms, SQL",Software Engineer,9.24,54,3,3,1
2025CS11343,Student_1343,"Algorithms, Python, Git, Data Structures",Software Engineer,7.43,83,5,1,1
2025CS11344,Student_1344,"JavaScript, Git, React, Node.js, Express.js",Full Stack Developer,7.7,91,1,1,1
2025CS11345,Student_1345,"Java, Flask, Spring Boot, SQL, PostgreSQL, API Design",Backend Developer,8.58,94,2,0,1
2025CS11346,Student_1346,"CI/CD, Docker, Kubernetes, Jenkins",DevOps Engineer,7.07,75,1,1,0
2025CS11347,Student_1347,"Power BI, Statistics, R, Python, Data Science",Data Analyst,6.14,60,3,0,0
2025CS11348,Student_1348,"Linux, Azure, Windows Server, Networking",System Administrator,9.49,51,4,2,1
2025CS11349,Student_1349,"Deep Learning, Python, MLOps, Docker, AWS",Machine Learning Engineer,6.95,88,4,3,1
2025CS11350,Student_1350,"Deep Learning, Python, PyTorch, Docker, Machine Learning, AWS",Machine Learning Engineer,7.3,75,0,0,0
2025CS11351,Student_1351,"Azure, Data Analysis, Linux, Networking, Bash, AWS",System Administrator,6.0,71,4,0,0
2025CS11352,Student_1352,"JIRA, SQL, Java, Selenium",QA Engineer,8.86,41,5,1,0
2025CS11353,Student_1353,"Java, Spring Boot, Node.js, NoSQL, Express.js, API Design",Backend Developer,8.36,98,0,3,1
2025CS11354,Student_1354,"TypeScript, React, CSS, Angular",Frontend Developer,9.45,88,2,0,1
2025CS11355,Student_1355,"Tableau, Statistics, Python",Data Analyst,7.99,44,5,0,0
2025CS11356,Student_1356,"JavaScript, Express.js, Git, React",Full Stack Developer,6.63,63,4,2,1
2025CS11357,Student_1357,"Tailwind CSS, CSS, Redux, JavaScript, React, HTML",Frontend Developer,7.52,72,1,3,1
2025CS11358,Student_1358,"JIRA, Python, SQL, Java",QA Engineer,6.86,95,5,3,1
2025CS11359,Student_1359,"Machine Learning, PyTorch, AWS",Machine Learning Engineer,7.63,74,4,2,1
2025CS11360,Student_1360,"Sketch, NumPy, User Research, HTML, Figma",UI/UX Designer,6.76,81,4,2,1
2025CS11361,Student_1361,"JIRA, Manual Testing, Java",QA Engineer,8.65,95,2,1,1
2025CS11362,Student_1362,"Java, Spring Boot, Node.js, SQL, API Design",Backend Developer,7.73,74,2,2,1
2025CS11363,Student_1363,"Tailwind CSS, Redux, JavaScript, React, HTML, Angular",Frontend Developer,6.32,50,1,3,0
2025CS11364,Student_1364,"Automation Testing, Manual Testing, Java, Python",QA Engineer,7.01,68,0,2,0
2025CS11365,Student_1365,"HTML, Tailwind CSS, Angular",Frontend Developer,9.87,41,6,0,1
2025CS11366,Student_1366,"Python, TensorFlow, MLOps, Machine Learning, AWS",Machine Learning Engineer,7.61,51,0,0,0
2025CS11367,Student_1367,"Vue.js, TypeScript, JavaScript, React",Frontend Developer,7.27,92,5,3,1
2025CS11368,Student_1368,"HTML, MongoDB, JavaScript",Full Stack Developer,8.14,63,4,0,0
2025CS11369,Student_1369,"HTML, Vue.js, Tailwind CSS, CSS",Frontend Developer,9.49,50,3,0,0
2025CS11370,Student_1370,"Azure, Linux, Networking, Windows Server, Virtualization, AWS",System Administrator,8.17,76,3,2,1
2025CS11371,Student_1371,"Flutter, Android Studio, iOS Development, Kotlin, Swift, React Native",Mobile App Developer,7.18,53,5,0,0
2025CS11372,Student_1372,"Python, PyTorch, TensorFlow",Data Scientist,6.72,51,3,0,0
2025CS11373,Student_1373,"Tableau, Power BI, R, Python",Data Analyst,9.43,46,6,3,1
2025CS11374,Student_1374,"Django, Azure, Linux, Networking, Windows Server, Bash, AWS",System Administrator,8.68,89,6,1,1
2025CS11375,Student_1375,"Express.js, SQL, Java",Backend Developer,8.85,98,6,3,1
2025CS11376,Student_1376,"System Design, Java, Git, SQL, Data Structures",Software Engineer,7.9,58,0,0,0
2025CS11377,Student_1377,"Docker, Deep Learning, Machine Learning",Machine Learning Engineer,6.13,96,5,2,1
2025CS11378,Student_1378,"JIRA, Agile, SQL, Roadmapping",Product Manager,7.84,49,0,3,0
2025CS11379,Student_1379,"Tableau, Statistics, Power BI, R",Data Analyst,9.11,42,2,0,0
2025CS11380,Student_1380,"HTML, Express.js, CSS",Full Stack Developer,8.54,65,3,2,1
2025CS11381,Student_1381,"Java, Python, Git, C++, Algorithms, SQL, Express.js",Software Engineer,9.02,96,6,2,1
2025CS11382,Student_1382,"Flutter, Android Studio, React Native",Mobile App Developer,6.19,50,1,1,0
2025CS11383,Student_1383,"Algorithms, Python, Java, Data Structures",Software Engineer,6.88,90,1,0,0
2025CS11384,Student_1384,"Azure, Linux, Windows Server, Bash, Virtualization, AWS",System Administrator,7.6,63,2,2,1
2025CS11385,Student_1385,"Networking, Windows Server, Bash, Virtualization, AWS",System Administrator,8.08,71,4,3,1
2025CS11386,Student_1386,"Java, JIRA, Python, Manual Testing, Selenium",QA Engineer,6.72,71,4,1,1
2025CS11387,Student_1387,"Java, Kotlin, Android Studio",Mobile App Developer,8.65,99,3,2,1
2025CS11388,Student_1388,"Python, PyTorch, Deep Learning",Machine Learning Engineer,6.18,66,2,3,1
2025CS11389,Student_1389,"Automation Testing, Manual Testing, SQL, Selenium",QA Engineer,8.94,64,0,2,1
2025CS11390,Student_1390,"Manual Testing, Java, Python",QA Engineer,8.36,70,1,0,0
2025CS11391,Student_1391,"NumPy, TensorFlow, Data Science, Scikit-learn",Data Scientist,9.2,74,5,0,1
2025CS11392,Student_1392,"Python, Git, C++, SQL, Data Structures",Software Engineer,6.02,68,5,2,1
2025CS11393,Student_1393,"Tableau, SQL, R, Excel",Data Analyst,7.47,73,0,3,1
2025CS11394,Student_1394,"Java, JIRA, Python, Automation Testing, Manual Testing, Selenium",QA Engineer,9.89,75,0,0,1
2025CS11395,Student_1395,"Python, PyTorch, TensorFlow, MLOps, Docker, AWS",Machine Learning Engineer,7.66,79,3,3,1
2025CS11396,Student_1396,"PyTorch, Docker, Machine Learning",Machine Learning Engineer,7.9,81,4,3,1
2025CS11397,Student_1397,"Node.js, JavaScript, CSS",Full Stack Developer,9.43,57,3,0,1
2025CS11398,Student_1398,"CSS, Git, React, HTML, Node.js, Express.js",Full Stack Developer,9.31,66,1,0,0
2025CS11399,Student_1399,"Pandas, TensorFlow, Deep Learning",Data Scientist,9.23,44,1,1,0
2025CS11400,Student_1400,"PyTorch, MLOps, TensorFlow, Machine Learning",Machine Learning Engineer,6.97,87,1,3,1
2025CS11401,Student_1401,"JavaScript, Git, CSS",Full Stack Developer,7.2,51,4,2,0
2025CS11402,Student_1402,"Tailwind CSS, Redux, React, TypeScript, Angular",Frontend Developer,7.57,61,0,3,1
2025CS11403,Student_1403,"HTML, Tailwind CSS, JavaScript, React",Frontend Developer,6.27,89,2,2,1
2025CS11404,Student_1404,"Deep Learning, PyTorch, Pandas, Machine Learning, Tableau",Data Scientist,7.33,72,2,0,0
2025CS11405,Student_1405,"CSS, HTML, SQL, Node.js, MongoDB, Express.js",Full Stack Developer,6.73,87,6,3,1
2025CS11406,Student_1406,"TypeScript, CSS, Angular",Frontend Developer,8.58,89,6,1,1
2025CS11407,Student_1407,"Docker, MLOps, Deep Learning",Machine Learning Engineer,9.38,51,3,1,1
2025CS11408,Student_1408,"Vue.js, Tailwind CSS, React, TypeScript, Angular",Frontend Developer,7.27,53,3,1,0
2025CS11409,Student_1409,"CI/CD, Bash Scripting, Git, Docker, Kubernetes, Jenkins",DevOps Engineer,9.09,50,6,3,1
2025CS11410,Student_1410,"Power BI, Statistics, Python, Data Science, Excel",Data Analyst,8.16,78,2,3,1
2025CS11411,Student_1411,"Flutter, Android Studio, iOS Development, Kotlin, Swift, React Native",Mobile App Developer,8.13,80,6,1,1
2025CS11412,Student_1412,"JIRA, Python, SQL, Selenium",QA Engineer,9.89,78,1,3,1
2025CS11413,Student_1413,"Flutter, Java, Android Studio, Kotlin, Swift, React Native",Mobile App Developer,8.86,62,1,3,1
2025CS11414,Student_1414,"Django, Flask, NoSQL, Express.js, PostgreSQL",Backend Developer,6.33,46,2,1,0
2025CS11415,Student_1415,"HTML, Vue.js, Tailwind CSS, Redux",Frontend Developer,8.83,62,0,2,1
2025CS11416,Student_1416,"Flutter, Java, Android Studio, iOS Development, Kotlin, React Native",Mobile App Developer,6.52,74,5,1,1
2025CS11417,Student_1417,"PyTorch, MLOps, TensorFlow, Docker",Machine Learning Engineer,8.87,73,6,1,1
2025CS11418,Student_1418,"Data Analysis, JIRA, Communication, Product Management, Roadmapping, SQL",Product Manager,7.03,85,6,2,1
2025CS11419,Student_1419,"Azure, Linux, Bash, Virtualization, AWS",System Administrator,8.97,92,1,1,1
2025CS11420,Student_1420,"Java, Android Studio, iOS Development, Kotlin, Swift",Mobile App Developer,6.48,82,1,0,0
2025CS11421,Student_1421,"PyTorch, NumPy, SQL, Scikit-learn",Data Scientist,8.57,60,3,1,1
2025CS11422,Student_1422,"Virtualization, Azure, Windows Server, AWS",System Administrator,7.72,64,0,1,0
2025CS11423,Student_1423,"Flutter, Android Studio, iOS Development, Kotlin, Swift, React Native",Mobile App Developer,8.68,61,2,1,1
2025CS11424,Student_1424,"JIRA, SQL, Product Management, Agile",Product Manager,6.7,50,2,3,0
2025CS11425,Student_1425,"Statistics, Python, Data Science, Tableau, SQL",Data Analyst,7.8,82,6,3,1
2025CS11426,Student_1426,"System Design, Algorithms, Python, SQL",Software Engineer,6.3,91,6,0,1
2025CS11427,Student_1427,"Flutter, Android Studio, iOS Development, Kotlin, Swift, React Native",Mobile App Developer,9.54,90,0,1,1
2025CS11428,Student_1428,"TensorFlow, Data Science, Deep Learning, Machine Learning",Data Scientist,6.44,92,2,2,1
2025CS11429,Student_1429,"Power BI, Statistics, Python, Data Science, Tableau, SQL, Excel",Data Analyst,9.81,43,0,1,0
2025CS11430,Student_1430,"JIRA, Manual Testing, SQL, Selenium",QA Engineer,8.99,74,3,2,1
2025CS11431,Student_1431,"System Design, Java, Python, Git, Data Structures",Software Engineer,8.68,43,5,2,1
2025CS11432,Student_1432,"Kotlin, Java, React Native",Mobile App Developer,6.87,59,5,1,0
2025CS11433,Student_1433,"Flutter, Java, Android Studio, iOS Development, React Native",Mobile App Developer,9.72,70,2,1,1
2025CS11434,Student_1434,"Docker, TensorFlow, AWS",Machine Learning Engineer,6.38,80,3,0,0
2025CS11435,Student_1435,"Adobe XD, CSS, Figma, HTML, Wireframing, User Research",UI/UX Designer,7.88,52,6,0,0
2025CS11436,Student_1436,"HTML, Tailwind CSS, JavaScript, Redux",Frontend Developer,9.69,59,1,0,0
2025CS11437,Student_1437,"Deep Learning, Pandas, TensorFlow, Machine Learning, Tableau, SQL",Data Scientist,6.31,52,6,2,1
2025CS11438,Student_1438,"Spring Boot, MongoDB, SQL, API Design",Backend Developer,8.53,57,2,1,0
2025CS11439,Student_1439,"HTML, Vue.js, TypeScript, Angular",Frontend Developer,6.57,91,2,2,1
2025CS11440,Student_1440,"Agile, Communication, Roadmapping, Algorithms, SQL",Product Manager,9.86,73,6,1,1
2025CS11441,Student_1441,"JIRA, Manual Testing, Java, Python",QA Engineer,8.14,99,1,3,1
2025CS11442,Student_1442,"JavaScript, HTML, Node.js, MongoDB, SQL",Full Stack Developer,9.23,43,5,3,1
2025CS11443,Student_1443,"Statistics, R, Python, Data Science, Tableau, SQL",Data Analyst,7.4,92,2,3,1
2025CS11444,Student_1444,"R, Statistics, Python, Data Science, Tableau, SQL",Data Analyst,6.8,91,5,1,1
2025CS11445,Student_1445,"Django, Spring Boot, Node.js, Express.js, API Design",Backend Developer,8.12,92,1,1,1
2025CS11446,Student_1446,"Java, JIRA, Python, Automation Testing, Jenkins, SQL, Selenium",QA Engineer,7.83,51,1,2,0
2025CS11447,Student_1447,"Flutter, iOS Development, Java, Android Studio",Mobile App Developer,9.75,57,4,2,1
2025CS11448,Student_1448,"Java, Python, Git, Algorithms, Data Structures",Software Engineer,7.84,93,0,0,1
2025CS11449,Student_1449,"HTML, Vue.js, CSS",Frontend Developer,8.81,52,4,3,1
2025CS11450,Student_1450,"CI/CD, Docker, Machine Learning, AWS",DevOps Engineer,6.51,70,3,0,0
2025CS11451,Student_1451,"Adobe XD, CSS, Figma, HTML, Wireframing, User Research",UI/UX Designer,8.74,84,1,3,1
2025CS11452,Student_1452,"Adobe XD, HTML, Prototyping, Wireframing, Figma",UI/UX Designer,9.42,79,6,3,1
2025CS11453,Student_1453,"System Design, Python, Git, JavaScript, C++, Algorithms, Data Structures",Software Engineer,7.87,86,3,0,1
2025CS11454,Student_1454,"Python, SQL, Java",QA Engineer,8.95,93,4,3,1
2025CS11455,Student_1455,"System Design, Java, SQL, Git",Software Engineer,8.55,85,4,0,1
2025CS11456,Student_1456,"Azure, Linux, Bash Scripting, Git, Jenkins",DevOps Engineer,6.88,41,3,3,0
2025CS11457,Student_1457,"HTML, SQL, JavaScript, Node.js",Full Stack Developer,8.34,76,0,0,0
2025CS11458,Student_1458,"Vue.js, Tailwind CSS, Redux, AWS, JavaScript, Angular",Frontend Developer,7.42,74,4,3,1
2025CS11459,Student_1459,"PyTorch, MLOps, Docker, AWS",Machine Learning Engineer,7.35,58,4,3,1
2025CS11460,Student_1460,"PyTorch, MLOps, TensorFlow, Deep Learning",Machine Learning Engineer,7.4,95,6,2,1
2025CS11461,Student_1461,"Python, AWS, Machine Learning",Machine Learning Engineer,8.92,72,3,2,1
2025CS11462,Student_1462,"Azure, Windows Server, AWS",System Administrator,9.82,56,2,3,1
2025CS11463,Student_1463,"Flutter, Android Studio, React Native",Mobile App Developer,8.38,60,0,1,0
2025CS11464,Student_1464,"Statistics, Python, Data Science, Tableau, Excel",Data Analyst,8.76,51,4,2,1
2025CS11465,Student_1465,"Flutter, Android Studio, iOS Development, Kotlin, Swift, React Native",Mobile App Developer,7.75,58,6,3,1
2025CS11466,Student_1466,"Data Analysis, JIRA, Communication, Product Management, Roadmapping, SQL",Product Manager,6.95,90,5,3,1
2025CS11467,Student_1467,"Azure, Linux, Bash, Virtualization, AWS",System Administrator,9.05,65,0,0,0
2025CS11468,Student_1468,"Vue.js, Tailwind CSS, CSS, Redux, TypeScript, Angular",Frontend Developer,6.13,66,6,0,0
2025CS11469,Student_1469,"Java, Android Studio, iOS Development, Swift, React Native",Mobile App Developer,7.96,57,5,0,0
2025CS11470,Student_1470,"Django, Spring Boot, NoSQL, SQL, API Design",Backend Developer,7.73,66,1,2,1
2025CS11471,Student_1471,"Bash, Linux, Networking, AWS",System Administrator,6.32,95,3,1,1
2025CS11472,Student_1472,"Bash Scripting, Docker, Git, Jenkins",DevOps Engineer,6.75,53,4,0,0
2025CS11473,Student_1473,"Flutter, Android Studio, Kotlin, Swift, React Native",Mobile App Developer,6.79,92,6,0,1
2025CS11474,Student_1474,"Python, Git, Data Structures",Software Engineer,8.89,58,6,0,1
2025CS11475,Student_1475,"Java, NoSQL, MongoDB, Express.js, PostgreSQL",Backend Developer,6.01,80,0,2,0
2025CS11476,Student_1476,"Deep Learning, Python, PyTorch, TensorFlow, MLOps, AWS",Machine Learning Engineer,6.67,53,6,0,0
2025CS11477,Student_1477,"Agile, SQL, Data Analysis, Roadmapping",Product Manager,8.29,74,6,3,1
2025CS11478,Student_1478,"NumPy, Deep Learning, PyTorch, Pandas, TensorFlow, Tableau",Data Scientist,9.0,96,5,1,1
2025CS11479,Student_1479,"JIRA, Agile, Roadmapping",Product Manager,8.62,80,2,1,1
2025CS11480,Student_1480,"Bash, Azure, Windows Server, AWS",System Administrator,6.79,98,3,2,1
2025CS11481,Student_1481,"JIRA, Communication, SQL, Data Analysis",Product Manager,6.29,43,5,3,0
2025CS11482,Student_1482,"Data Analysis, JIRA, Linux, Communication, Product Management, SQL",Product Manager,8.34,76,2,0,1
2025CS11483,Student_1483,"Automation Testing, Manual Testing, Python, JIRA",QA Engineer,9.68,53,1,0,0
2025CS11484,Student_1484,"HTML, JavaScript, React",Frontend Developer,8.39,66,2,0,0
2025CS11485,Student_1485,"Deep Learning, PyTorch, TensorFlow, Docker, MLOps, Machine Learning",Machine Learning Engineer,9.78,80,1,1,1
2025CS11486,Student_1486,"R, Statistics, Data Science, Excel",Data Analyst,8.33,89,3,1,1
2025CS11487,Student_1487,"Flutter, Android Studio, iOS Development, Swift, React Native",Mobile App Developer,6.73,52,0,3,0
2025CS11488,Student_1488,"Python, TensorFlow, Deep Learning, AWS",Machine Learning Engineer,8.87,40,5,0,0
2025CS11489,Student_1489,"Networking, Windows Server, Bash, Virtualization, AWS",System Administrator,9.67,47,4,1,1
2025CS11490,Student_1490,"Linux, Docker, Bash Scripting, Kubernetes",DevOps Engineer,9.15,94,5,2,1
2025CS11491,Student_1491,"Data Analysis, Agile, Communication, Product Management, SQL",Product Manager,7.72,64,4,0,0
2025CS11492,Student_1492,"Excel, Power BI, Statistics, Data Science",Data Analyst,6.28,91,1,3,1
2025CS11493,Student_1493,"System Design, Java, C++, SQL, Data Structures",Software Engineer,8.57,59,3,0,0
2025CS11494,Student_1494,"Redux, Vue.js, Tailwind CSS, React",Frontend Developer,7.14,95,4,3,1
2025CS11495,Student_1495,"PyTorch, TensorFlow, MLOps, Docker, AWS",Machine Learning Engineer,8.88,55,4,3,1
2025CS11496,Student_1496,"Django, Express.js, Node.js, API Design",Backend Developer,6.85,40,4,1,0
2025CS11497,Student_1497,"JavaScript, HTML, SQL, Node.js, MongoDB, Express.js",Full Stack Developer,6.7,50,1,0,0
2025CS11498,Student_1498,"Power BI, R, Data Science, Tableau, SQL, Excel",Data Analyst,9.77,93,3,2,1
2025CS11499,Student_1499,"Communication, Roadmapping, SQL, Agile",Product Manager,6.66,47,6,2,0
2025CS11500,Student_1500,"Java, Python, Git, Algorithms, SQL, Data Structures",Software Engineer,9.42,43,5,1,1
2025CS11501,Student_1501,"Tailwind CSS, CSS, JavaScript, React, TypeScript, Angular",Frontend Developer,7.1,56,3,1,0
2025CS11502,Student_1502,"Azure, Networking, Bash, Virtualization, AWS",System Administrator,6.91,40,2,1,0
2025CS11503,Student_1503,"Python, Data Science, Scikit-learn, Machine Learning, Tableau",Data Scientist,7.64,70,0,3,1
2025CS11504,Student_1504,"Deep Learning, Python, PyTorch, TensorFlow, MLOps, AWS",Machine Learning Engineer,7.68,54,5,3,1
2025CS11505,Student_1505,"Deep Learning, PyTorch, Data Science, Machine Learning, SQL",Data Scientist,7.45,43,2,1,0
2025CS11506,Student_1506,"SQL, Power BI, R, Excel",Data Analyst,9.0,95,0,2,1
2025CS11507,Student_1507,"Bash, Virtualization, Azure, AWS",System Administrator,8.92,98,2,1,1
2025CS11508,Student_1508,"PyTorch, Python, SQL, NumPy",Data Scientist,7.53,82,4,2,1
2025CS11509,Student_1509,"Python, TensorFlow, Deep Learning, Machine Learning",Machine Learning Engineer,8.16,56,4,3,1
2025CS11510,Student_1510,"JavaScript, SQL, Git, React",Full Stack Developer,7.27,51,3,2,0
2025CS11511,Student_1511,"Python, SQL, Git, C++",Software Engineer,7.62,79,2,0,1
